N,P,K,temperature,humidity,ph,rainfall,label
40.47,22.03,63.12,32.52,92.67,6.88,191.25,papaya
95.4,107.72,64.42,37.52,92.76,5.67,173.59,banana
115.31,31.11,60.71,33.25,87.49,6.95,57.36,watermelon
17.96,68.35,78.33,18.39,68.96,5.3,92.78,pigeonpeas
95.94,22.76,75.49,24.79,90.68,6.08,53.72,muskmelon
31.38,29.05,55.49,38.0,94.85,5.8,122.3,pomegranate
32.12,43.84,55.36,28.46,30.64,4.99,36.55,mothbeans
40.05,41.51,21.05,31.72,71.57,7.1,66.43,blackgram
15.26,87.6,78.04,20.72,16.51,6.18,90.25,chickpea
27.54,78.24,25.23,22.07,16.38,6.94,52.02,lentil
87.47,52.75,38.79,27.77,93.31,6.48,180.22,coffee
58.72,53.4,35.05,27.45,72.06,6.65,90.05,blackgram
12.89,48.57,66.08,25.16,55.66,5.34,50.41,mothbeans
28.41,76.94,44.3,23.75,32.99,6.55,55.64,lentil
18.09,20.23,43.2,32.64,90.09,6.16,150.26,coconut
111.48,12.26,54.78,32.09,85.6,6.59,85.48,watermelon
114.58,35.15,53.49,35.1,81.67,7.88,62.68,cotton
91.66,53.69,32.74,27.42,80.86,6.32,216.23,rice
19.82,25.62,55.21,30.56,92.58,5.31,267.55,coconut
64.79,56.72,47.81,30.19,91.84,6.25,163.04,rice
23.83,74.86,44.89,25.64,16.74,7.26,56.84,lentil
50.84,44.22,41.28,26.52,91.37,6.2,123.19,papaya
11.12,44.22,67.52,31.35,27.72,6.86,73.95,mothbeans
13.55,76.4,103.59,17.68,28.87,6.38,67.38,chickpea
67.14,32.82,77.83,33.86,93.0,6.48,193.28,papaya
25.31,85.06,107.06,15.29,33.26,6.53,108.91,kidneybeans
50.59,23.99,68.33,32.36,92.78,6.1,180.5,papaya
35.79,38.22,48.07,24.81,91.2,6.11,191.47,pomegranate
36.77,12.36,36.62,27.97,79.64,6.28,170.59,mango
19.62,18.32,13.59,27.23,92.83,7.29,111.75,orange
90.55,60.64,52.91,32.73,82.95,6.45,238.12,jute
64.43,75.39,63.82,24.75,73.92,5.8,73.76,maize
65.08,45.67,53.1,23.24,89.34,5.63,157.75,rice
66.25,71.48,79.77,18.46,56.66,5.96,100.31,maize
29.17,94.72,88.19,20.31,26.71,6.5,65.59,chickpea
97.66,41.58,58.84,33.58,82.94,5.6,165.12,rice
43.11,50.78,44.71,35.49,72.16,5.88,74.5,blackgram
62.95,46.62,59.08,27.85,89.44,6.54,218.18,rice
61.25,42.22,71.65,36.63,93.9,6.19,105.01,papaya
38.84,22.81,60.51,21.23,92.76,5.75,161.12,pomegranate
88.1,66.79,60.29,23.55,65.53,5.68,81.04,maize
89.52,52.48,78.09,22.17,61.68,6.08,81.34,maize
19.59,36.04,47.63,29.6,52.5,6.95,124.27,mango
112.87,95.85,65.89,26.93,91.25,6.97,191.18,banana
77.01,50.67,68.06,27.21,69.0,6.02,68.36,maize
88.16,36.39,34.09,20.22,85.26,6.38,208.84,rice
27.35,99.5,61.17,27.15,49.74,5.37,65.73,pigeonpeas
28.62,22.6,64.53,34.76,92.73,6.57,193.53,pomegranate
38.56,43.56,49.42,27.01,66.01,6.49,89.55,blackgram
26.67,34.75,60.18,38.16,93.14,6.93,114.83,pomegranate
16.18,145.73,212.58,42.9,84.66,5.81,80.08,grapes
90.11,54.76,86.43,32.82,50.88,7.15,67.73,maize
23.49,67.78,84.71,18.28,35.52,6.6,90.77,chickpea
54.8,35.94,69.02,29.19,94.42,6.62,142.87,papaya
11.88,58.36,51.98,30.92,86.73,6.28,77.57,mungbean
72.53,48.19,77.03,43.19,92.56,6.36,146.5,papaya
25.55,12.19,42.54,28.05,74.11,7.14,197.68,mango
35.76,12.53,46.97,28.56,90.57,7.72,186.92,coconut
94.62,54.51,37.74,22.56,90.03,6.89,233.51,rice
96.26,39.22,78.62,36.95,94.7,6.14,22.85,muskmelon
11.71,27.63,46.81,24.28,51.47,6.65,180.14,mango
89.03,94.66,41.61,29.89,86.71,5.72,198.47,banana
20.99,22.03,48.19,31.02,93.57,6.51,192.96,coconut
73.95,77.89,84.92,34.41,53.73,6.96,116.3,maize
12.03,60.75,35.38,37.47,81.13,6.6,66.89,mungbean
99.49,34.51,47.82,25.71,94.55,6.76,275.75,rice
43.11,65.98,28.68,30.55,74.29,6.03,77.1,blackgram
11.65,23.47,56.74,35.84,82.76,5.89,243.41,coconut
36.4,27.76,58.73,36.54,80.03,6.14,263.71,coconut
12.54,28.22,29.86,12.65,91.17,7.43,195.83,orange
38.43,181.35,198.78,29.86,83.61,6.91,116.71,grapes
68.86,13.53,73.85,39.65,93.05,6.82,140.41,papaya
34.36,92.53,69.28,27.16,65.94,6.85,60.95,pigeonpeas
16.92,65.46,44.18,33.28,56.08,5.16,67.33,mothbeans
20.35,59.47,66.48,26.95,54.41,3.93,40.75,mothbeans
118.66,107.79,53.4,33.56,97.74,5.51,181.07,banana
26.98,169.24,182.77,22.91,83.25,6.55,99.67,grapes
29.39,98.97,103.88,15.35,46.75,6.67,111.22,kidneybeans
32.66,65.11,103.04,25.64,32.43,5.55,72.13,chickpea
119.69,52.78,47.1,24.95,96.8,6.4,152.48,coffee
31.78,92.71,78.54,20.12,35.86,6.6,81.69,chickpea
60.21,39.92,45.56,30.05,93.66,6.16,135.14,papaya
20.77,10.91,55.37,37.02,92.31,5.38,299.58,coconut
73.41,74.09,60.14,23.67,61.95,6.57,115.19,maize
116.51,18.09,61.72,34.19,92.61,6.43,27.68,muskmelon
23.74,57.7,42.56,22.69,22.34,6.89,69.83,lentil
10.33,76.65,89.25,10.38,20.76,6.64,65.48,chickpea
84.04,60.1,65.75,24.84,96.45,6.11,189.54,coffee
107.17,29.5,41.62,34.5,94.21,6.72,53.2,muskmelon
85.84,47.12,40.68,34.8,89.09,5.86,165.27,rice
28.8,24.55,50.38,32.18,85.82,6.13,228.01,coconut
80.11,47.31,44.78,22.93,90.84,5.92,153.65,rice
25.75,83.99,67.0,31.08,49.23,5.25,90.43,pigeonpeas
10.28,49.38,45.23,33.42,33.9,4.41,54.42,mothbeans
32.29,69.52,45.64,21.23,83.71,7.12,59.22,mungbean
101.41,95.41,47.86,28.18,76.04,5.98,155.97,banana
14.58,11.66,49.25,32.19,93.62,6.09,157.43,coconut
32.9,32.36,49.83,34.03,93.74,6.18,121.04,pomegranate
74.98,58.52,51.96,28.98,82.34,5.73,158.71,rice
73.58,50.06,41.68,33.57,97.1,6.38,224.0,jute
22.86,31.5,192.04,0.84,91.83,5.86,144.73,apple
7.86,45.27,194.59,4.91,93.07,5.63,139.15,apple
22.5,25.15,36.81,29.43,82.42,6.12,269.4,coconut
94.49,58.49,34.41,33.9,87.38,5.89,218.87,rice
141.91,51.01,24.37,33.59,71.65,7.48,70.99,cotton
31.72,77.86,32.92,16.79,27.32,6.52,44.99,lentil
109.96,48.26,42.39,19.02,90.05,6.17,263.55,coffee
99.29,38.11,42.72,27.1,82.15,6.61,68.91,watermelon
85.58,92.77,74.72,33.75,92.95,6.06,109.24,banana
28.22,19.53,55.97,27.35,89.66,7.29,251.9,coconut
111.55,31.86,46.73,41.41,68.02,7.86,89.51,cotton
15.78,20.68,46.79,20.34,94.53,7.2,116.41,pomegranate
88.46,60.56,58.68,16.89,89.28,6.39,200.6,coffee
22.86,41.17,44.43,31.92,81.19,6.49,49.89,mungbean
28.85,83.29,79.61,35.74,52.33,5.74,71.87,pigeonpeas
109.77,30.45,25.9,37.29,61.93,7.02,104.39,cotton
115.01,51.24,33.37,27.57,58.94,7.64,109.81,cotton
68.07,54.91,64.93,31.85,69.96,6.55,81.53,maize
37.28,74.59,46.65,17.99,21.39,6.43,45.08,lentil
141.86,32.67,57.41,44.67,57.66,6.58,78.62,cotton
27.88,13.22,30.34,38.55,58.09,7.14,199.93,mango
0.28,26.16,13.52,25.16,91.68,6.88,131.57,orange
63.36,51.03,32.18,32.33,90.59,5.62,162.73,rice
62.09,36.44,52.92,34.63,93.09,6.4,119.84,papaya
24.52,36.93,48.16,25.4,78.09,7.15,177.04,mango
131.08,35.13,26.93,41.05,64.81,6.98,107.06,cotton
28.31,10.84,20.06,24.61,94.6,6.07,157.35,orange
17.11,91.22,80.99,26.45,25.02,6.5,63.82,chickpea
97.01,55.42,77.04,33.56,51.02,6.89,77.84,maize
92.82,39.78,78.85,31.01,88.61,6.35,65.72,watermelon
10.11,69.87,99.64,19.74,21.26,6.04,90.82,kidneybeans
77.19,59.25,72.73,24.09,99.84,6.18,197.02,jute
3.5,20.93,160.48,11.38,94.54,5.66,172.03,apple
100.67,34.39,68.95,24.4,92.85,6.88,20.7,muskmelon
86.25,46.78,31.52,24.67,90.56,6.21,190.32,coffee
13.31,21.42,20.54,10.96,93.08,7.24,115.75,orange
3.73,14.29,11.29,24.36,93.11,6.76,181.71,orange
23.24,20.16,51.74,22.65,91.33,5.66,134.69,pomegranate
25.8,56.14,63.42,29.04,41.87,6.89,63.61,mothbeans
74.27,38.43,46.28,22.11,92.03,5.61,298.03,rice
26.15,50.75,41.05,36.12,86.66,6.99,52.72,mungbean
94.28,95.39,47.46,36.24,88.64,5.81,129.19,banana
36.85,85.47,94.56,11.33,27.48,5.73,89.5,chickpea
25.36,25.81,41.23,26.73,55.93,6.14,155.28,mango
23.74,75.92,82.12,15.99,25.3,5.87,99.36,kidneybeans
106.72,62.56,42.27,43.79,65.19,6.22,85.33,cotton
26.22,156.66,246.15,32.92,80.32,6.2,71.82,grapes
38.02,181.31,226.06,38.48,83.24,6.95,104.98,grapes
24.02,88.19,59.27,24.31,41.82,6.37,82.71,pigeonpeas
30.45,29.87,36.97,33.86,86.9,5.12,102.89,coconut
25.45,46.45,32.51,20.34,81.66,7.09,42.08,mungbean
38.53,81.53,70.16,19.99,51.42,6.54,88.28,pigeonpeas
15.61,81.68,58.47,24.47,50.55,5.13,99.44,pigeonpeas
7.08,39.22,152.02,2.37,90.03,5.73,106.9,apple
37.9,163.61,226.3,41.42,80.49,5.85,104.62,grapes
38.6,65.42,21.87,28.69,66.01,7.44,92.68,blackgram
81.38,87.83,72.67,38.28,77.17,6.31,191.32,banana
95.6,40.14,41.27,21.41,88.67,5.55,219.84,rice
19.69,26.32,41.03,29.7,63.42,7.43,131.51,mango
99.28,100.31,51.28,29.77,98.12,5.58,148.56,banana
49.32,59.76,47.95,35.49,73.5,6.64,95.94,blackgram
7.25,20.19,17.6,21.21,94.9,6.53,145.22,orange
74.95,13.02,49.87,38.91,92.05,6.88,129.8,papaya
34.72,56.12,34.07,27.01,18.68,6.16,65.35,lentil
32.55,53.49,58.39,35.01,42.95,5.16,62.25,mothbeans
83.11,66.5,55.36,19.29,87.82,6.37,240.22,coffee
53.72,19.68,55.94,25.38,93.86,6.17,104.39,papaya
23.17,28.93,180.89,11.41,94.47,6.25,184.18,apple
108.59,47.51,76.49,39.14,82.45,5.7,80.23,watermelon
10.0,80.45,71.87,19.14,40.62,5.59,113.57,kidneybeans
30.91,60.89,46.38,25.88,16.93,6.61,65.46,lentil
17.2,12.02,37.81,28.95,80.43,7.73,101.64,coconut
37.51,21.84,47.19,24.27,92.28,5.99,123.36,pomegranate
22.23,93.1,100.58,23.6,48.59,5.8,84.37,kidneybeans
19.85,129.03,240.9,31.54,80.82,6.14,75.11,grapes
91.76,87.85,69.08,35.39,99.68,5.84,166.23,banana
115.19,95.95,75.97,34.35,78.28,5.96,120.18,banana
67.6,45.36,48.28,43.36,94.08,6.98,188.03,papaya
81.88,36.74,74.51,26.61,88.12,6.78,141.43,watermelon
34.78,144.28,207.89,19.73,82.34,5.93,122.31,grapes
89.62,26.26,74.63,39.02,94.96,6.96,20.24,muskmelon
92.94,37.06,53.1,21.07,96.24,6.08,268.49,coffee
23.36,73.84,63.54,32.97,67.07,5.1,80.96,pigeonpeas
11.64,19.89,58.47,22.51,91.51,5.84,177.43,pomegranate
94.77,47.13,43.25,34.03,86.73,6.67,153.21,jute
16.46,31.66,72.43,27.06,93.73,6.19,167.84,pomegranate
75.03,42.06,77.74,26.97,91.33,6.5,184.65,papaya
147.18,57.74,57.32,34.31,73.01,7.95,92.11,cotton
113.64,22.51,39.83,19.81,85.7,6.46,262.64,coffee
15.59,19.71,54.91,37.46,89.51,6.06,220.67,coconut
39.52,10.4,50.97,29.78,80.61,6.21,287.04,coconut
23.71,52.33,56.65,27.9,26.83,6.79,39.33,mothbeans
4.93,26.08,25.84,13.18,91.99,6.26,125.47,orange
24.76,92.9,62.18,37.69,63.11,6.93,80.57,pigeonpeas
31.15,68.2,76.84,36.57,69.28,6.88,70.88,pigeonpeas
6.83,21.68,17.43,21.22,92.69,6.31,115.58,orange
14.68,17.3,46.84,27.35,52.18,6.91,134.28,mango
82.44,56.3,42.1,22.01,80.43,6.63,243.05,rice
19.92,20.2,156.35,1.46,91.53,5.74,117.4,apple
39.52,18.77,35.9,29.67,66.94,6.0,190.68,mango
104.55,48.96,23.72,26.0,74.84,7.82,80.19,cotton
25.23,54.15,49.48,18.75,15.91,6.99,53.81,lentil
38.08,14.11,59.53,23.7,93.77,6.73,114.09,pomegranate
90.18,33.09,57.08,27.58,92.4,5.98,284.33,rice
93.4,79.53,75.77,20.92,58.17,5.54,114.86,maize
6.01,18.44,184.41,5.49,92.19,6.67,178.4,apple
37.05,194.1,180.64,10.79,81.25,6.5,117.18,grapes
31.68,68.92,67.92,36.2,43.21,4.21,57.26,mothbeans
38.09,38.22,33.5,38.0,72.12,6.01,97.4,mango
32.08,13.04,57.37,36.82,89.81,7.02,101.07,coconut
72.72,56.61,69.23,24.68,80.22,6.46,163.18,jute
5.1,16.32,18.49,17.73,91.4,7.46,115.34,orange
58.71,53.19,28.35,35.18,69.89,5.75,69.3,blackgram
101.42,44.31,42.33,32.42,92.7,6.86,23.9,muskmelon
36.65,84.12,103.07,29.76,27.23,6.94,95.58,kidneybeans
13.77,60.68,100.81,27.11,21.85,5.9,80.7,kidneybeans
90.5,19.67,59.32,38.19,83.78,6.62,59.68,watermelon
55.32,43.42,78.69,33.77,91.97,6.85,142.69,papaya
35.09,16.46,32.41,37.62,54.7,7.45,182.68,mango
14.07,39.32,49.29,26.62,58.98,5.7,119.89,mango
109.87,32.51,43.33,26.97,91.1,6.26,42.62,muskmelon
32.55,72.12,45.54,22.53,86.71,6.82,67.11,mungbean
92.45,42.48,60.28,17.1,85.86,6.34,197.32,coffee
117.54,35.85,52.72,16.04,84.85,6.39,229.3,coffee
92.33,47.9,40.16,31.93,82.0,6.75,177.61,jute
16.93,76.92,27.69,18.31,17.59,7.29,50.0,lentil
79.55,73.11,80.5,25.58,58.21,7.49,85.57,maize
31.17,13.82,46.59,29.79,94.33,5.09,139.95,coconut
21.15,28.04,155.04,17.69,90.16,6.81,113.87,apple
87.88,51.07,40.78,24.4,92.14,6.72,280.06,rice
102.94,83.67,65.94,26.03,97.43,5.68,132.78,banana
88.53,56.86,45.35,27.98,81.61,6.17,229.89,rice
73.4,72.31,64.82,31.91,74.96,6.51,60.38,maize
7.4,19.0,10.44,26.02,92.07,6.41,120.68,orange
33.6,25.29,36.0,26.42,58.54,6.25,173.19,mango
31.26,75.63,75.24,31.54,60.93,6.07,95.41,pigeonpeas
23.99,59.64,43.1,28.06,57.16,5.84,30.67,mothbeans
110.33,36.04,47.11,24.82,93.41,6.25,39.99,muskmelon
85.9,12.93,72.49,36.04,87.53,6.57,116.94,watermelon
19.82,48.02,186.48,1.3,94.42,6.79,144.33,apple
45.84,21.57,52.39,35.44,93.32,6.38,171.95,papaya
66.0,42.7,62.54,25.82,82.78,6.3,178.17,jute
57.94,35.05,45.85,28.78,94.3,6.26,138.02,papaya
32.56,56.14,45.2,37.85,78.34,5.93,67.81,blackgram
36.49,66.36,36.34,35.53,88.86,6.4,66.87,mungbean
17.05,53.27,44.66,33.54,33.77,4.67,53.56,mothbeans
37.82,67.96,55.38,28.89,41.09,4.15,61.82,mothbeans
118.42,44.56,58.17,31.65,77.65,7.5,73.28,cotton
13.69,82.35,83.73,25.94,38.87,6.77,107.7,kidneybeans
35.35,58.06,53.62,30.53,42.4,3.64,74.64,mothbeans
26.01,39.87,192.89,12.37,90.65,6.54,120.61,apple
89.04,56.91,56.61,31.7,89.63,5.63,174.24,rice
147.95,50.1,56.26,37.96,76.67,6.17,71.0,cotton
25.39,19.05,18.49,13.92,92.13,6.81,102.25,orange
142.94,46.14,46.61,34.37,80.59,6.63,86.18,cotton
91.0,95.56,53.64,39.97,81.59,5.92,193.07,banana
31.85,135.97,205.99,26.56,83.63,5.67,83.45,grapes
97.71,44.56,54.12,16.32,86.57,6.04,161.0,coffee
97.28,53.08,88.12,29.69,52.04,6.1,102.49,maize
18.35,38.29,75.36,19.85,92.58,5.88,141.08,pomegranate
12.7,30.6,158.53,16.57,94.26,5.89,149.15,apple
108.67,43.64,33.38,29.37,77.91,6.19,77.56,cotton
7.9,21.12,18.23,33.69,90.63,7.46,123.06,orange
87.19,64.33,44.36,28.01,97.89,6.72,213.96,jute
23.79,170.28,219.01,35.48,81.4,6.35,61.17,grapes
27.91,77.13,57.87,26.15,85.28,6.41,79.78,mungbean
34.23,139.71,184.43,12.87,84.29,6.45,72.72,grapes
82.14,47.5,61.2,33.84,84.82,5.64,126.81,watermelon
115.8,48.88,74.37,25.76,89.47,6.14,50.93,watermelon
43.08,56.92,35.01,24.97,66.35,6.5,73.64,blackgram
95.44,108.67,67.89,26.25,96.57,6.22,106.88,banana
18.07,55.96,43.5,28.64,23.63,7.13,65.88,lentil
39.77,97.08,91.6,26.84,27.54,6.44,63.56,chickpea
116.51,94.41,61.86,28.75,83.58,6.78,155.92,banana
108.79,43.35,55.8,33.03,91.14,6.62,20.49,muskmelon
11.68,43.63,67.9,32.83,52.87,4.66,59.63,mothbeans
17.58,49.04,176.62,22.63,90.42,5.79,144.08,apple
104.56,45.51,41.69,22.71,84.67,6.47,238.32,coffee
78.16,64.04,70.87,38.71,90.66,6.1,208.87,jute
22.62,64.99,40.58,25.8,59.67,4.48,78.78,mothbeans
23.8,168.56,193.19,37.78,84.84,5.9,89.64,grapes
24.11,29.91,15.05,20.92,92.6,6.44,101.53,orange
119.96,34.31,56.19,27.6,82.57,6.22,86.73,watermelon
84.8,66.0,86.82,31.41,54.55,6.12,74.91,maize
14.09,17.51,61.71,35.58,90.18,7.17,145.49,pomegranate
34.99,56.5,21.52,29.97,77.49,7.01,68.97,blackgram
5.84,42.64,190.13,12.16,91.49,6.46,128.82,apple
8.85,39.34,193.56,4.81,90.49,6.85,134.99,apple
107.96,47.42,33.09,34.82,72.5,7.5,85.49,cotton
18.0,24.32,41.83,34.45,87.14,7.98,245.78,coconut
27.36,37.34,41.08,26.79,61.36,7.19,160.86,mango
30.99,152.96,189.69,32.63,82.62,6.46,78.66,grapes
81.99,20.74,66.17,32.54,89.44,6.09,119.39,watermelon
104.53,56.69,27.75,36.36,73.23,6.31,70.34,cotton
65.8,45.32,74.51,30.28,80.09,6.27,209.76,jute
86.22,68.0,21.89,27.71,80.09,6.44,196.1,coffee
14.07,14.37,43.95,34.28,73.48,7.37,166.11,mango
30.97,53.69,55.93,26.34,29.89,5.54,79.25,mothbeans
80.34,18.67,73.09,34.73,94.47,6.06,43.88,muskmelon
11.75,26.81,43.39,37.88,94.54,6.69,192.62,pomegranate
14.4,14.79,45.8,33.86,51.35,6.75,123.98,mango
132.79,55.66,24.43,21.73,68.01,7.14,103.83,cotton
25.11,22.92,59.19,27.61,88.61,7.59,196.28,coconut
107.32,107.3,63.03,26.89,89.54,6.65,140.64,banana
114.32,96.68,57.42,39.3,92.98,6.9,152.76,banana
34.42,67.41,33.31,25.21,83.1,6.45,55.75,mungbean
36.61,85.83,81.44,26.32,36.4,6.77,96.76,chickpea
78.75,42.44,38.2,20.85,92.97,6.72,299.96,rice
31.72,45.58,67.29,37.25,30.73,6.55,43.61,mothbeans
27.68,64.53,49.13,24.36,87.14,6.29,39.96,mungbean
38.74,81.19,79.68,22.51,39.75,5.61,90.99,kidneybeans
68.52,50.93,79.55,24.26,75.93,6.45,118.09,maize
86.43,49.13,46.34,31.8,83.64,6.46,62.9,watermelon
31.2,90.42,65.7,36.48,64.75,6.69,86.92,pigeonpeas
74.06,45.01,41.34,30.17,98.07,6.24,170.65,jute
87.68,52.66,22.68,19.07,82.99,6.29,249.26,coffee
16.52,20.03,78.39,29.44,92.0,6.39,177.9,pomegranate
35.55,47.21,22.85,28.41,66.45,5.44,99.49,blackgram
95.51,40.53,33.51,22.14,91.42,6.43,165.17,rice
12.69,20.34,17.4,28.52,93.92,7.14,172.26,orange
13.8,15.36,39.86,25.31,55.88,7.39,197.41,mango
105.32,22.51,50.43,16.98,96.61,6.18,192.23,coffee
38.67,60.73,77.83,10.15,30.83,6.85,69.74,chickpea
23.21,65.9,83.13,18.68,16.3,5.83,83.93,chickpea
128.75,65.6,44.29,32.41,80.64,6.94,103.43,cotton
50.61,37.52,71.7,31.14,90.18,6.93,134.52,papaya
94.05,39.51,35.08,28.35,94.04,6.54,235.51,rice
111.16,56.24,22.98,22.56,82.6,6.48,271.71,coffee
14.12,78.57,29.86,24.93,33.55,7.22,67.83,lentil
13.26,91.67,55.12,18.73,45.57,6.53,76.21,pigeonpeas
116.68,43.39,33.75,16.84,80.07,6.27,166.07,coffee
39.04,193.18,191.69,12.48,80.43,6.86,68.55,grapes
134.93,40.29,40.38,33.79,59.14,7.18,75.74,cotton
36.26,73.89,66.86,26.67,53.77,6.94,71.85,pigeonpeas
88.36,75.21,48.14,36.54,85.64,6.35,102.1,banana
87.21,52.17,60.92,22.38,63.88,7.24,103.63,maize
25.46,181.97,219.35,28.45,80.57,5.69,92.07,grapes
38.58,53.07,40.63,29.1,89.41,7.08,35.13,mungbean
23.02,15.56,56.1,33.65,89.21,6.6,118.37,coconut
10.01,77.45,45.32,26.13,18.36,6.18,32.7,lentil
91.3,81.16,56.2,39.98,76.37,6.37,108.26,banana
36.18,80.99,50.67,32.33,43.31,6.58,66.72,pigeonpeas
11.1,15.59,69.87,25.16,93.34,6.72,158.12,pomegranate
113.76,80.5,56.87,25.6,86.23,6.37,157.09,banana
39.95,45.44,43.61,26.3,48.14,5.82,72.4,mothbeans
50.58,30.56,62.93,43.52,93.23,6.41,193.04,papaya
12.07,77.63,45.21,27.37,88.11,7.04,46.61,mungbean
109.89,22.47,52.25,37.41,80.72,6.82,75.67,watermelon
107.0,43.93,32.53,33.27,82.87,7.75,66.73,cotton
135.23,33.97,55.9,26.16,61.14,6.36,60.7,cotton
21.26,28.8,32.92,37.17,57.05,6.8,134.57,mango
115.2,30.7,68.6,16.86,82.02,6.06,235.97,coffee
13.73,76.25,49.13,17.66,32.77,6.06,46.22,lentil
87.87,77.67,81.22,20.59,67.29,6.71,85.45,maize
19.09,53.01,51.38,34.7,81.82,6.57,75.1,mungbean
89.02,34.58,41.12,38.91,92.61,6.04,33.7,muskmelon
78.0,62.33,58.68,27.64,83.99,6.43,225.55,jute
19.48,178.34,241.23,42.73,84.03,6.78,93.54,grapes
23.99,55.7,41.05,23.35,23.32,7.37,30.84,lentil
81.07,28.63,42.31,26.98,92.8,6.87,55.31,muskmelon
79.38,48.55,41.07,26.94,91.21,5.56,187.87,rice
30.54,16.36,34.78,28.5,62.33,5.97,92.16,mango
36.87,35.99,75.62,23.94,90.17,5.94,127.87,pomegranate
98.28,26.01,63.71,31.86,91.52,6.56,46.78,muskmelon
85.16,81.91,71.2,32.07,80.69,5.75,133.27,banana
20.65,42.08,30.95,27.62,80.85,6.81,74.05,mungbean
5.14,23.35,22.19,26.09,90.44,7.34,138.93,orange
53.45,21.61,61.65,25.47,90.4,6.42,194.29,papaya
64.79,52.5,42.91,25.58,88.32,6.31,242.55,jute
62.96,40.75,33.48,32.95,89.35,6.0,159.53,rice
34.21,78.39,91.86,21.49,19.4,5.75,97.82,kidneybeans
23.11,89.18,100.62,13.18,29.87,5.7,90.06,chickpea
105.67,38.68,63.3,26.29,92.23,6.36,39.83,muskmelon
116.55,24.73,54.94,30.14,88.37,6.48,111.42,watermelon
14.59,28.5,189.25,20.54,92.77,5.77,146.78,apple
27.65,21.14,49.67,32.47,80.48,6.84,243.23,coconut
69.09,51.69,64.26,36.09,98.03,6.92,227.66,jute
35.1,92.58,69.35,25.32,49.12,5.02,93.34,pigeonpeas
19.14,61.43,78.07,29.72,48.94,5.3,93.18,pigeonpeas
36.66,14.8,38.41,27.58,91.93,6.25,145.82,coconut
33.89,72.18,39.37,17.34,28.22,6.13,45.09,lentil
23.13,65.68,45.02,28.25,40.59,5.99,48.79,mothbeans
146.88,59.47,35.61,34.66,75.78,7.18,103.93,cotton
115.7,19.08,62.14,34.31,90.84,6.98,39.53,muskmelon
21.8,66.34,24.8,25.37,18.36,6.47,50.13,lentil
21.06,33.09,46.22,30.41,78.41,6.31,174.9,mango
10.3,28.74,48.83,30.54,83.7,5.03,147.09,coconut
81.48,67.79,77.4,19.56,76.32,6.03,67.77,maize
25.03,39.44,31.95,28.85,69.15,6.2,192.12,mango
39.44,25.55,77.11,26.96,94.99,6.48,104.23,pomegranate
10.36,98.26,99.5,17.07,21.71,6.02,90.99,chickpea
30.06,87.15,84.48,23.9,18.32,6.45,116.53,kidneybeans
95.54,30.13,70.75,38.04,90.52,6.38,51.04,muskmelon
80.94,27.21,75.0,28.82,80.95,6.64,110.6,watermelon
27.31,64.77,28.57,36.98,79.55,6.43,65.72,blackgram
69.02,19.19,40.04,39.3,90.86,6.1,123.75,papaya
82.68,11.13,49.79,38.1,84.16,6.58,141.83,watermelon
103.06,83.68,72.4,28.57,80.61,6.26,126.08,banana
117.53,14.55,68.19,37.61,94.77,6.21,40.16,muskmelon
10.46,63.32,37.59,28.1,89.58,6.6,71.99,mungbean
16.51,99.37,75.25,33.78,49.91,6.07,65.48,pigeonpeas
86.18,87.58,60.42,28.88,82.91,5.63,130.32,banana
6.6,17.77,27.31,28.11,92.02,6.32,135.6,orange
7.61,14.56,10.23,13.26,91.55,6.18,198.59,orange
119.52,53.22,54.06,15.49,92.11,6.24,165.87,coffee
5.94,10.37,181.36,7.91,94.87,5.79,134.58,apple
37.2,57.91,49.99,34.77,70.97,7.07,66.83,blackgram
99.43,37.26,50.16,31.42,83.56,6.59,205.17,rice
32.85,75.46,90.45,22.38,36.47,6.8,119.23,kidneybeans
9.4,19.25,17.8,31.59,94.65,6.46,186.39,orange
68.08,38.84,69.14,25.0,94.77,6.81,190.4,papaya
93.27,66.88,56.58,24.28,97.24,6.17,212.19,jute
17.16,67.53,42.34,30.84,43.63,6.65,79.88,mothbeans
34.67,94.3,106.67,21.46,28.2,6.37,94.85,kidneybeans
22.14,42.73,53.51,25.14,84.33,6.89,46.62,mungbean
29.7,68.35,30.25,23.92,86.62,6.68,30.27,mungbean
37.81,62.41,107.38,17.03,16.64,6.23,70.27,chickpea
34.83,197.43,242.29,30.22,82.65,5.54,72.27,grapes
20.12,26.95,10.19,20.07,94.54,7.11,154.28,orange
35.66,30.25,46.81,22.17,94.63,5.55,146.25,pomegranate
105.5,32.27,69.53,29.37,87.65,6.15,98.42,watermelon
18.84,165.7,232.18,22.02,81.51,6.19,112.26,grapes
81.48,47.61,52.36,26.47,81.91,5.93,204.46,rice
112.11,19.88,75.98,38.57,89.43,6.28,117.71,watermelon
84.37,25.89,53.47,33.11,88.61,5.62,57.26,watermelon
86.59,37.57,60.58,27.2,83.2,6.39,57.22,watermelon
16.85,52.69,56.72,38.22,36.41,3.97,54.46,mothbeans
77.31,34.2,66.38,33.04,94.54,6.64,176.92,papaya
15.9,57.12,29.0,24.64,29.62,7.04,44.5,lentil
21.4,36.38,181.24,7.06,91.89,5.65,171.9,apple
11.82,153.07,218.26,24.13,83.74,6.74,108.99,grapes
